"Density","Momentum:0","Momentum:1","Momentum:2","StagnationEnergy","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
1.5031,3.2744,0.74001,0.12405,8.4954,0.90387,0.039967,-0.22039,-4.9052,-0.12033,-0.19073,0.21051,-0.97715,-0.029354,0.78328,0.98064,2.0484
1.3079,3.0101,0.44423,0.10255,7.4611,0.96681,-0.043339,0.015261,-3.8642,-0.1317,-0.17079,0.14797,-0.98806,-0.042987,0.99094,1.0193,2.056
1.1485,2.7592,0.22696,0.08238,6.6111,1.0383,-0.027223,0.060027,-2.5064,-0.14126,-0.096749,0.085713,-0.99483,-0.054519,1.2071,1.0432,2.0628
1.0465,2.5731,0.11283,0.073144,6.0416,1.1207,-0.031226,0.12485,-1.2822,-0.14781,-0.062116,0.046789,-0.99697,-0.062179,1.4347,1.0566,2.0693
0.98647,2.4561,0.059289,0.062,5.7092,1.2164,-0.021452,0.37917,-0.65395,-0.15216,-0.02879,0.028215,-0.99735,-0.067114,1.6811,1.0644,2.0763
0.96137,2.4215,0.044224,0.030522,5.5912,1.3284,-0.11456,0.63192,-0.76844,-0.16008,-0.11268,0.019123,-0.99698,-0.075216,1.9564,1.0702,2.0815
0.92343,2.343,0.028709,0.0030123,5.384,1.4421,-0.10375,0.55667,-0.72333,-0.17205,-0.097849,0.012041,-0.99612,-0.087192,2.2318,1.0745,2.0834
0.87875,2.2513,0.011968,-0.031303,5.1405,1.5783,-0.080118,0.53437,-0.59959,-0.1834,-0.068933,0.0043222,-0.99513,-0.098456,2.5507,1.0772,2.0815
0.83041,2.1598,-0.00030468,-0.080884,4.8833,1.7481,-0.054273,0.67021,-0.39796,-0.19261,-0.039436,-0.0041155,-0.99421,-0.1074,2.933,1.0782,2.0718
0.78131,2.0536,-0.010311,-0.12347,4.6106,1.9251,-0.010211,0.53439,-0.21539,-0.19609,5.5236e-05,-0.011402,-0.99381,-0.11052,3.315,1.0771,2.0529
0.72906,1.9268,-0.015851,-0.16242,4.307,2.1546,0.06593,0.14749,-0.05161,-0.18819,0.06882,-0.015436,-0.99463,-0.10235,3.7859,1.0739,2.0189
0.72896,1.9277,-0.0021043,-0.17064,4.3064,2.3987,0.066118,-0.18822,-0.018245,-0.17152,0.067674,-0.0079677,-0.99623,-0.086363,4.2561,1.0709,1.9764
0.77338,2.0377,0.026322,-0.14983,4.565,2.7066,0.0061065,-0.37532,-0.21844,-0.15845,0.017272,0.0060248,-0.99721,-0.074436,4.8499,1.0745,1.9281
0.80053,2.0957,0.036884,-0.11957,4.7168,2.9981,-0.021595,-0.42724,-0.32982,-0.15743,-0.010279,0.012586,-0.9972,-0.073738,5.4442,1.0846,1.8893
0.8071,2.0987,0.032727,-0.087942,4.7465,3.2818,-0.014023,-0.36032,-0.32989,-0.15971,-0.0058123,0.012184,-0.99703,-0.076003,6.0391,1.0945,1.8599
0.81728,2.119,0.028521,-0.057674,4.8037,3.6455,-0.038263,-0.27035,-0.48249,-0.166,-0.028757,0.011554,-0.99654,-0.082248,6.8025,1.1054,1.8346
0.84219,2.2067,0.0285,-0.044951,4.9656,4.111,-0.018482,-0.29909,-0.23954,-0.17676,-0.01746,0.011,-0.99561,-0.092953,7.7891,1.1185,1.8111
0.85811,2.2654,0.027687,-0.035816,5.0709,4.4434,-0.0037708,-0.31081,-0.066504,-0.18074,-0.0065167,0.010382,-0.99524,-0.09691,8.5225,1.1277,1.7979
0.84198,2.232,0.023276,-0.029187,4.9874,5.0097,0.0075976,-0.23109,-0.32693,-0.17991,0.0094614,0.0092187,-0.99533,-0.096063,9.8056,1.1422,1.7794
0.82765,2.2029,0.020378,-0.023339,4.9136,5.5846,0.018417,-0.15067,-0.5757,-0.17054,0.02312,0.0086541,-0.99619,-0.086729,11.089,1.1547,1.7643
0.83109,2.2147,0.02098,-0.023192,4.9349,6.3444,0.018607,-0.15607,-0.58181,-0.15294,0.023219,0.0088752,-0.99756,-0.06918,12.763,1.1704,1.7467
1.007,2.9683,-3.5691e-05,0.0054693,6.1765,0,-0.0025958,-0.045227,-0.012052,0,-0.0026175,0.0017268,-0.62195,-0.78305,-2.346,0.61262,2.019
1.0115,2.9825,-0.0009604,0.0083811,6.2072,0.12605,0.0018185,-0.046686,-0.0007876,-4.9548e-05,0.0018313,0.0017269,-0.62191,-0.78308,-1.9718,0.61248,2.0199
1.0098,2.9613,0.0042569,0.0082069,6.1835,0.23485,-0.0045654,-0.059417,0.072769,-0.00019196,-0.0044491,0.0017269,-0.6218,-0.78317,-1.6473,0.61266,2.0208
1.0159,3.0055,-0.0057605,0.011406,6.2375,0.33379,-0.0019774,-0.015561,-0.073668,-0.00052224,-0.0022272,0.0017288,-0.62154,-0.78338,-1.3543,0.61263,2.0218
1.0186,3.0014,-0.0021241,0.010443,6.2442,0.38618,0.0077753,0.023595,-0.0075092,-0.00037803,0.0077325,0.0025402,-0.62166,-0.78329,-1.1968,0.61232,2.0224
1.012,2.9749,0.0034101,0.010449,6.2032,0.47547,-0.0016704,0.022536,-0.1036,-0.00012248,-0.0020085,0.003062,-0.62186,-0.78312,-0.92885,0.61269,2.0232
1.0056,2.9733,-0.00084171,0.014682,6.1868,0.55813,-0.0099156,-0.15906,0.25101,-0.00056221,-0.008631,0.0037103,-0.62151,-0.78339,-0.68294,0.61248,2.0243
1.0109,3.009,0.0038441,0.018048,6.2586,0.59482,-0.0048946,-0.12154,0.086576,-0.00080366,-0.0045305,0.0072358,-0.62132,-0.78353,-0.57385,0.61254,2.0248
1.0931,3.1177,0.050824,0.019087,6.5601,0.61866,-0.0057287,0.034784,1.2502,-0.00082795,0.002492,0.014496,-0.62123,-0.7835,-0.50212,0.61313,2.0253
1.1633,3.2031,0.098291,0.019464,6.828,0.63408,-0.026171,0.032392,1.7879,-0.00091903,-0.014306,0.055959,-0.61916,-0.78327,-0.45406,0.61424,2.0256
2.4605,3.7255,1.1299,0.054564,12.577,0.70346,-0.04836,-0.40711,7.1823,-0.0036274,-0.063762,0.15995,-0.59993,-0.7839,-0.23459,0.64459,2.0277
2.9941,3.8519,1.6886,0.053316,15.286,0.72055,0.33374,0.27796,6.8183,0.0001297,0.50365,0.26379,-0.56735,-0.78008,-0.17228,0.6677,2.0286
3.2726,3.7854,2.3139,0.053861,16.994,0.73778,-0.1802,-0.30313,8.587,0.0026806,-0.20759,0.32563,-0.5378,-0.77765,-0.10815,0.70135,2.0294
3.2843,3.8047,2.5742,0.067586,17.227,0.74927,-0.32749,-0.80865,4.661,-0.0022818,-0.65574,0.35743,-0.51325,-0.78027,-0.065316,0.72903,2.0301
3.2689,3.8802,2.6947,0.082016,17.233,0.76094,-0.44103,-0.92706,-0.20575,-0.01132,-0.89449,0.36292,-0.50067,-0.78589,-0.021292,0.75955,2.031
3.2319,3.9617,2.716,0.094577,17.064,0.77254,-0.43785,-0.94132,-2.0625,-0.021926,-0.93383,0.35778,-0.49404,-0.79241,0.023805,0.79069,2.032
3.1768,3.9856,2.7063,0.10176,16.782,0.78102,-0.4249,-1.0553,-2.7139,-0.030133,-1.0015,0.35148,-0.49044,-0.79745,0.057464,0.81364,2.0328
3.1078,4.0539,2.6473,0.11207,16.428,0.7915,-0.28597,-1.0667,-5.8538,-0.040403,-0.95789,0.3408,-0.48766,-0.80377,0.099449,0.8417,2.0339
3.0279,4.109,2.5615,0.12038,16.022,0.80106,-0.24348,-0.83311,-7.2967,-0.048942,-0.8285,0.32653,-0.48857,-0.80912,0.13846,0.86662,2.0351
2.8644,4.1088,2.3836,0.12415,15.208,0.81296,-0.20965,-0.63603,-7.0372,-0.057941,-0.68419,0.2986,-0.49645,-0.81509,0.18781,0.89633,2.0365
2.4548,4.079,1.893,0.12967,13.194,0.85581,0.10373,-0.63137,-3.7466,-0.078591,-0.27961,0.25797,-0.4981,-0.82786,0.36921,0.98851,2.042
2.1348,3.96,1.5386,0.15018,11.699,0.90107,0.18167,-0.55691,-3.6577,-0.088575,-0.16155,0.23304,-0.49995,-0.83411,0.55672,1.0675,2.0485
2.0885,3.9375,1.4918,0.15626,11.501,0.91586,0.12558,-0.32177,-4.6601,-0.091021,-0.16939,0.22211,-0.50201,-0.83585,0.61534,1.0901,2.0508
2.0019,3.8856,1.3997,0.15204,11.109,0.92923,-0.21429,-0.26404,-3.5625,-0.094975,-0.42195,0.20431,-0.50488,-0.83866,0.66815,1.1096,2.0529
1.7071,3.6044,0.98785,0.12886,9.584,0.98056,-0.10157,-0.15785,-4.5052,-0.11337,-0.29484,0.17396,-0.4981,-0.84949,0.87026,1.1734,2.0606
1.6204,3.5138,0.84543,0.11542,9.1464,1.0096,-0.082084,-0.13759,-4.6141,-0.12143,-0.25922,0.14333,-0.49894,-0.8547,0.97557,1.2004,2.0642
1.4378,3.2895,0.59422,0.095897,8.2202,1.071,0.0055289,-0.13741,-3.3561,-0.13292,-0.11522,0.11398,-0.49492,-0.86143,1.1926,1.246,2.0708
1.2647,3.0197,0.37211,0.085714,7.2782,1.1422,0.00087473,-0.08926,-3.1729,-0.14055,-0.099397,0.085342,-0.4926,-0.86606,1.4278,1.281,2.0775
1.1362,2.7934,0.2221,0.073937,6.5777,1.2262,-0.059041,0.0787,-2.5494,-0.14976,-0.11984,0.061748,-0.48691,-0.87127,1.6821,1.306,2.0846
1.0363,2.6117,0.11544,0.049826,6.0378,1.3273,0.0068388,0.10117,-2.0284,-0.15721,-0.027354,0.041991,-0.48168,-0.87534,1.965,1.3238,2.0911
0.99145,2.5217,0.077159,0.034603,5.7885,1.4104,0.0078751,0.17198,-1.3644,-0.15857,-0.0055826,0.024312,-0.48115,-0.8763,2.1821,1.3319,2.0947
0.92081,2.378,0.020889,0.0062925,5.3959,1.5502,0.016231,0.37614,-0.65303,-0.15772,0.017806,0.0061856,-0.48222,-0.87603,2.5347,1.3384,2.0979
0.86843,2.2766,0.0049768,-0.051723,5.1211,1.723,0.042484,0.45548,-0.53738,-0.15137,0.055674,-0.018903,-0.48791,-0.87269,2.9456,1.3407,2.0939
0.81114,2.1515,-0.011518,-0.10275,4.804,1.9035,0.019268,0.64499,-0.40499,-0.14318,0.035116,-0.045193,-0.495,-0.86772,3.3564,1.3401,2.0792
0.74585,1.9983,-0.028015,-0.15381,4.4291,2.1249,0.054314,0.21553,-0.22977,-0.13168,0.068767,-0.069064,-0.50473,-0.86051,3.8324,1.3354,2.0496
0.74184,1.9905,-0.015306,-0.16789,4.4045,2.3629,0.041705,-0.1703,-0.1656,-0.11674,0.05678,-0.073757,-0.51754,-0.85247,4.3076,1.3291,2.0093
0.77646,2.0735,0.015909,-0.15492,4.6001,2.663,0.009103,-0.44034,-0.31451,-0.10385,0.02914,-0.059219,-0.52852,-0.84685,4.9052,1.3292,1.9614
0.80476,2.1347,0.029706,-0.12507,4.7598,2.9513,-0.0093453,-0.50063,-0.36861,-0.098884,0.0052748,-0.041675,-0.53251,-0.8454,5.5033,1.3366,1.9213
0.82676,2.1758,0.032649,-0.083447,4.8825,3.3094,-0.026123,-0.40516,-0.27906,-0.10179,-0.021482,-0.025766,-0.52982,-0.84772,6.268,1.3477,1.8844
0.84354,2.222,0.032576,-0.059812,4.9846,3.661,-0.030072,-0.33986,-0.30261,-0.11029,-0.026896,-0.015386,-0.52242,-0.85255,7.0333,1.3592,1.8605
0.86461,2.2952,0.032849,-0.04406,5.1221,4.1056,-0.027071,-0.35641,-0.42617,-0.1216,-0.023984,-0.0094985,-0.51266,-0.85854,8.0213,1.3734,1.8378
0.87179,2.3285,0.031329,-0.033707,5.1747,4.5361,-0.024362,-0.32548,-0.46317,-0.13151,-0.022033,-0.006048,-0.50407,-0.86364,9.0094,1.3874,1.8218
0.86117,2.3147,0.024774,-0.026885,5.1205,5.0876,-0.019137,-0.251,-0.38946,-0.14235,-0.017298,-0.0048816,-0.49466,-0.86907,10.294,1.4029,1.8051
0.85453,2.3063,0.020352,-0.023253,5.0863,5.6424,-0.01601,-0.20344,-0.34171,-0.15113,-0.014359,-0.0043832,-0.487,-0.87339,11.578,1.415,1.7915
0.85752,2.3163,0.02123,-0.022545,5.1042,6.3685,0.050652,-0.20098,-0.44391,-0.13706,0.053126,-0.0042125,-0.49925,-0.86645,13.252,1.4301,1.7749
1.0037,2.9511,0.0014729,0.0020375,6.1477,0,0.0012653,-0.0003119,-0.013736,0,0.0012557,0.00084173,-0.7757,-0.63111,-2.5883,0.8002,2.0343
1.0062,2.963,0.00013153,0.0038966,6.1681,0.059504,-0.0014999,-0.030437,0.0093402,-6.9414e-06,-0.001489,0.00084173,-0.77569,-0.63111,-2.4127,0.80025,2.0345
1.0126,2.9915,-0.0035889,0.0082405,6.2192,0.18903,0.0047905,-0.054922,-0.027479,0.00020624,0.0047806,0.0013279,-0.77583,-0.63095,-2.0289,0.80002,2.0353
1.0079,2.9606,0.004424,0.0082917,6.1767,0.30003,-0.0002051,-0.037214,-0.021258,0.0004538,-0.00032024,0.0025734,-0.77598,-0.63075,-1.6968,0.80005,2.0362
1.0074,2.9574,0.0057392,0.0085796,6.1719,0.34559,-0.004984,-0.032188,0.021854,0.000333,-0.004983,0.0025776,-0.77591,-0.63084,-1.5619,0.80032,2.0366
1.0187,3.01,-0.0083107,0.011275,6.2465,0.44641,-0.0028229,-0.05351,0.016557,-4.9925e-05,-0.0026131,0.0013214,-0.77566,-0.63114,-1.2638,0.80021,2.0376
1.0181,2.9973,8.9541e-05,0.010231,6.2425,0.50867,0.0066202,0.037573,0.013265,7.625e-05,0.0066665,0.0019996,-0.77574,-0.63104,-1.0764,0.79986,2.0383
1.0142,2.9821,0.0090201,0.009361,6.2273,0.54668,0.0095903,0.11424,0.02355,0.00039322,0.01001,0.0039914,-0.77594,-0.63079,-0.96242,0.80002,2.0387
1.0098,2.9699,0.0073865,0.010333,6.1966,0.58669,-0.0062426,0.033616,-0.16845,0.00045853,-0.006745,0.0038998,-0.77598,-0.63074,-0.84311,0.80045,2.039
1.0113,2.967,-0.0042263,0.012559,6.18,0.62512,-0.0095108,-0.12667,-0.28965,0.0001261,-0.010556,0.0016307,-0.77577,-0.63101,-0.72898,0.80053,2.0395
1.0196,2.9862,-0.013946,0.014625,6.2113,0.65189,-0.0086336,-0.16549,-0.15253,-0.00013047,-0.0086075,0.00019049,-0.77561,-0.63121,-0.64954,0.80027,2.0398
1.0195,3.012,-0.0090999,0.015953,6.2483,0.67937,-0.0055535,-0.050525,0.030606,-0.00032067,-0.0052387,0.0099828,-0.77547,-0.6313,-0.5675,0.79993,2.0403
1.3083,3.2769,0.2587,0.035299,7.448,0.7576,-0.024627,-0.6304,4.8824,-0.0013756,-0.021732,0.052191,-0.77337,-0.6318,-0.33199,0.80468,2.0418
1.583,3.5701,0.43558,0.043289,8.6159,0.77503,-0.0029085,-0.19678,4.2007,-0.0013573,0.023839,0.098518,-0.7693,-0.63125,-0.27498,0.81038,2.0425
1.8012,3.7969,0.57581,0.045644,9.5528,0.78487,0.089524,0.20525,4.9736,-0.00036269,0.17839,0.13873,-0.76411,-0.62999,-0.23993,0.81517,2.0429
2.3105,3.9693,1.1335,0.04584,12.034,0.80316,0.030356,0.38507,10.865,0.0036059,0.25556,0.21101,-0.75068,-0.62606,-0.1712,0.82941,2.0437
2.5625,3.958,1.5412,0.047196,13.398,0.81392,-0.22965,0.073969,11.262,0.0046472,-0.062019,0.29515,-0.7233,-0.62428,-0.12913,0.84361,2.0442
2.868,4.0401,2.1079,0.061821,15.128,0.83355,-0.26778,-0.44679,8.7004,0.00083713,-0.32602,0.35957,-0.69164,-0.62638,-0.053376,0.87842,2.0453
2.9658,4.0411,2.3759,0.067906,15.704,0.84649,-0.34003,-0.65033,7.3514,-0.0046112,-0.51618,0.39742,-0.66721,-0.63,-0.0018372,0.90704,2.0461
3.0201,4.0999,2.5057,0.074599,16.007,0.85646,-0.32163,-0.89922,3.2471,-0.010636,-0.69287,0.41074,-0.65483,-0.63442,0.03814,0.93122,2.0468
3.0722,4.1961,2.5952,0.081619,16.28,0.86568,-0.34543,-1.0387,2.624,-0.017505,-0.79662,0.41368,-0.64789,-0.63961,0.075895,0.95442,2.0475
3.1037,4.2372,2.6837,0.084035,16.457,0.87941,-0.44126,-1.1065,0.12226,-0.029577,-0.96264,0.41497,-0.63791,-0.64874,0.13333,0.99029,2.0486
3.0734,4.2603,2.6944,0.085499,16.317,0.88758,-0.3375,-1.2052,-3.8725,-0.037575,-0.99496,0.41287,-0.63308,-0.65479,0.1679,1.0123,2.0493
2.983,4.2952,2.6657,0.08969,15.878,0.89752,-0.074335,-1.3217,-7.3365,-0.046948,-0.89016,0.40079,-0.63331,-0.66203,0.21039,1.0389,2.0502
2.8102,4.3165,2.4546,0.10184,15.019,0.90843,0.23447,-1.2806,-6.5495,-0.054878,-0.5634,0.37959,-0.63968,-0.66837,0.25777,1.0671,2.0512
2.6729,4.3181,2.2461,0.11065,14.324,0.91982,0.30805,-1.0858,-6.9364,-0.060278,-0.38534,0.35586,-0.6485,-0.67292,0.30745,1.0941,2.0525
2.5777,4.3208,2.1038,0.11989,13.853,0.93252,0.36474,-0.98792,-6.766,-0.064461,-0.27325,0.33762,-0.65454,-0.67645,0.3627,1.1218,2.0539
2.4698,4.3087,1.9779,0.12834,13.373,0.94698,0.3888,-0.84017,-6.4115,-0.067671,-0.17065,0.32204,-0.65949,-0.67924,0.42554,1.1515,2.0557
2.3268,4.2506,1.8136,0.13162,12.723,0.96211,0.28641,-0.69382,-5.7238,-0.070262,-0.17179,0.30497,-0.66511,-0.68163,0.49112,1.1806,2.0577
2.1998,4.1812,1.6478,0.13425,12.127,0.97628,0.14008,-0.73148,-4.5764,-0.073424,-0.27446,0.2861,-0.67052,-0.68451,0.55171,1.2054,2.0597
2.083,4.1009,1.4965,0.1343,11.574,0.99058,0.05484,-0.66495,-3.2119,-0.077351,-0.27511,0.26917,-0.67406,-0.68789,0.61179,1.2281,2.0616
1.9957,4.0174,1.4038,0.13579,11.168,1.0128,-0.099705,-0.64045,-4.0773,-0.08526,-0.43527,0.25739,-0.67247,-0.69393,0.70342,1.2606,2.0647
1.9194,3.9361,1.3057,0.13471,10.779,1.034,-0.26604,-0.40413,-3.7526,-0.095151,-0.50139,0.23576,-0.67237,-0.70167,0.78846,1.2897,2.0676
1.7163,3.7382,0.95459,0.11325,9.6972,1.0877,-0.1487,-0.32394,-3.0199,-0.11701,-0.31273,0.19512,-0.66791,-0.71821,1.0021,1.3522,2.0743
1.567,3.5559,0.71983,0.10695,8.8776,1.1454,-0.059435,-0.14484,-3.0193,-0.13111,-0.17592,0.15773,-0.66608,-0.72901,1.2194,1.4011,2.0809
1.421,3.3396,0.54453,0.098163,8.1201,1.2109,0.046192,-0.017535,-2.4778,-0.13783,-0.029102,0.1277,-0.66653,-0.73446,1.4533,1.4438,2.0879
1.2619,3.0783,0.35563,0.079712,7.2816,1.2984,0.070035,0.092272,-2.2401,-0.13812,0.022532,0.09595,-0.67064,-0.73555,1.7466,1.4841,2.0962
1.1373,2.8588,0.21361,0.054606,6.6143,1.4018,0.057709,0.077975,-2.0214,-0.13567,0.024851,0.065424,-0.67536,-0.73458,2.0656,1.5139,2.1033
1.0319,2.6488,0.10817,0.03283,6.028,1.5269,-0.010017,0.22164,-1.7981,-0.13557,-0.023231,0.041912,-0.67688,-0.7349,2.4235,1.5348,2.109
1.0024,2.5906,0.084138,0.019521,5.8678,1.5774,-0.01439,0.31519,-1.4767,-0.13654,-0.015272,0.023284,-0.67683,-0.73577,2.5574,1.5396,2.1104
0.9278,2.4445,0.036827,-0.030614,5.472,1.738,0.0091637,0.40174,-1.1176,-0.13542,0.029207,0.0049485,-0.67809,-0.73496,2.9734,1.5496,2.1094
0.89798,2.3851,0.017784,-0.049921,5.3129,1.802,0.017571,0.42264,-0.92765,-0.1332,0.040129,-0.014697,-0.67994,-0.73312,3.1299,1.5514,2.1068
0.80965,2.1765,-0.018071,-0.1079,4.8059,2.0115,-0.0097259,0.5861,-0.69481,-0.12692,0.019828,-0.037636,-0.68452,-0.72802,3.6294,1.5514,2.0895
0.77126,2.0853,-0.033418,-0.13358,4.5851,2.1084,0.018908,0.37336,-0.58528,-0.12353,0.050308,-0.057754,-0.68676,-0.72459,3.8402,1.5488,2.0776
0.75373,2.045,-0.028036,-0.15799,4.4823,2.3387,0.039488,-0.032678,-0.26381,-0.11081,0.060132,-0.06277,-0.69589,-0.7154,4.3202,1.54,2.0418
0.77933,2.1082,0.0029871,-0.15909,4.6263,2.6327,0.059486,-0.40677,-0.073505,-0.092521,0.064274,-0.051421,-0.70896,-0.70338,4.9214,1.5362,1.9955
0.80949,2.1739,0.021617,-0.13079,4.7978,2.9179,0.052379,-0.50781,-0.17791,-0.075093,0.057925,-0.033826,-0.72102,-0.69209,5.523,1.5404,1.9538
0.84109,2.2375,0.034962,-0.085785,4.978,3.2708,0.028454,-0.40418,-0.38216,-0.058389,0.036759,-0.016142,-0.73228,-0.68082,6.2905,1.5503,1.9162
0.86153,2.2917,0.039118,-0.060433,5.101,3.6139,0.021354,-0.32915,-0.41948,-0.047486,0.026784,-0.0054233,-0.73948,-0.67316,7.0585,1.5634,1.8926
0.87864,2.3531,0.03648,-0.042133,5.2117,4.0459,0.022966,-0.32884,-0.30528,-0.036662,0.023328,-0.00080957,-0.74665,-0.66522,8.0486,1.5796,1.8707
0.88526,2.3799,0.034465,-0.032533,5.2561,4.3067,0.025777,-0.30986,-0.26186,-0.030378,0.024864,0.0020427,-0.75077,-0.66056,8.6623,1.5888,1.8612
0.88293,2.3855,0.033337,-0.021566,5.2475,4.847,0.043868,-0.23698,-0.36548,-0.011815,0.043855,0.004868,-0.76286,-0.64654,9.9481,1.607,1.8466
0.88187,2.3922,0.033596,-0.012247,5.2452,5.386,0.057705,-0.16817,-0.4545,0.015545,0.057664,0.0072959,-0.78023,-0.62545,11.234,1.625,1.8379
0.88378,2.3986,0.034305,-0.0116,5.2566,5.7895,0.025318,-0.16595,-0.22042,0.032024,0.024008,0.0082926,-0.79042,-0.61251,12.199,1.6387,1.8331
0.88533,2.4052,0.034329,-0.011093,5.2664,6.489,0.025789,-0.16267,-0.21945,0.04898,0.024476,0.0084954,-0.80069,-0.59902,13.877,1.6626,1.8252
1.0056,2.9624,0.00061994,0.0037028,6.1677,0,0.0019093,-0.0019832,-0.008431,0,0.0018983,0.0010557,-0.66203,-0.74948,-2.8306,0.98778,2.0497
1.0059,2.9617,0.00078389,0.0036159,6.1657,0.15231,-0.0019628,-0.026858,0.0089586,-4.6153e-06,-0.0019589,0.0010557,-0.66202,-0.74948,-2.3794,0.988,2.0502
1.0135,2.9932,-0.0046186,0.0079094,6.2233,0.2819,0.00058478,-0.071111,0.001294,-8.6319e-05,0.00069792,0.0015405,-0.66196,-0.74953,-1.9956,0.98778,2.0509
1.0075,2.9613,0.0053603,0.0083729,6.1779,0.41012,0.00088621,-0.017981,-0.018535,9.794e-06,0.00080125,0.0028754,-0.66203,-0.74947,-1.6118,0.98775,2.052
1.0065,2.9572,0.0070543,0.0086667,6.171,0.45312,-0.0040095,-0.014836,0.030958,-5.8002e-05,-0.0039542,0.0029749,-0.66198,-0.74951,-1.4844,0.98805,2.0523
1.0199,3.0058,-0.010425,0.010719,6.2424,0.55545,-0.0020683,-0.070384,0.04376,-0.00034567,-0.0016681,0.001248,-0.66177,-0.74971,-1.1818,0.98795,2.0533
1.0193,3.0027,-0.0052009,0.010394,6.2453,0.60521,0.006308,0.00057621,-0.015275,-0.00023158,0.0062541,0.0025772,-0.66185,-0.74963,-1.0322,0.9874,2.0539
0.99776,2.9429,0.016418,0.010988,6.1455,0.69723,-0.011068,-0.068024,0.08754,-0.0004555,-0.011121,0.0042972,-0.66169,-0.74977,-0.75593,0.98837,2.0548
1.0344,3.0177,-0.0095684,0.013142,6.2861,0.75313,-0.0059087,0.050481,0.26329,-0.00090384,-0.0049221,0.0042957,-0.66135,-0.75007,-0.59144,0.98852,2.0555
1.091,3.1441,0.046244,0.026034,6.5268,0.83725,0.065115,-0.2121,1.6267,0.0020628,0.075454,0.040959,-0.66259,-0.74786,-0.33759,0.98879,2.0569
2.0143,3.8238,1.0375,0.046677,10.787,0.91218,-0.12498,-0.36505,9.6392,0.0010442,-0.10264,0.14423,-0.64838,-0.74753,-0.10403,1.0136,2.0591
2.2607,3.9186,1.4204,0.05472,12.07,0.92704,-0.17966,-0.38084,9.6178,-0.00099863,-0.1724,0.24253,-0.61827,-0.74761,-0.04795,1.0314,2.0598
